team season day ones twos threes fours fives teampower chance id territory territory_power
38 1 1 1 0 0 0 0 1.5 1 277 113 1.5
39 1 1 0 0 1 0 0 3 1 278 114 3
38 1 1 1 1 0 0 0 4.5 0.692307692307692291 279 115 6.5
39 1 1 0 1 0 0 0 2 0.307692307692307709 280 115 6.5
38 1 1 0 1 1 0 0 5 1 281 116 5
39 1 1 0 0 0 0 0 0 1 282 117 0
39 1 1 0 0 1 0 0 4.5 1 283 118 4.5
36 1 1 0 1 0 0 0 2 0.285714285714285698 284 119 7
18 1 1 1 1 0 0 0 3 0.428571428571428548 285 119 7
39 1 1 0 1 0 0 0 2 0.285714285714285698 286 119 7
40 1 1 0 0 0 0 0 0 1 287 120 0
40 1 1 0 0 0 0 0 0 1 288 121 0
3 1 1 0 1 0 0 0 2 1 289 122 2
7 1 1 0 0 0 1 0 4 1 290 123 4
3 1 1 0 0 1 0 0 3 1 291 124 3
42 1 1 0 0 0 0 0 0 1 292 125 0
43 1 1 1 0 0 0 0 1 1 293 126 1
42 1 1 0 0 0 0 0 0 1 294 127 0
43 1 1 0 1 0 0 0 3 1 295 128 3
32 1 1 0 1 0 0 0 2 0.571428571428571397 296 129 3.5
43 1 1 1 0 0 0 0 1.5 0.428571428571428548 297 129 3.5
29 1 1 0 3 0 0 0 6 0.599999999999999978 298 130 10
33 1 1 0 1 0 0 0 2 0.200000000000000011 299 130 10
19 1 1 0 1 0 0 0 2 0.200000000000000011 300 130 10
44 1 1 0 0 0 0 0 0 1 301 131 0
22 1 1 0 1 0 0 0 2 1 302 132 2
46 1 1 0 0 0 0 0 0 1 303 1 0
1 1 1 0 0 0 0 0 0 1 304 2 0
2 1 1 1 0 0 0 0 1 1 305 3 1
11 1 1 0 1 0 0 0 2 0.363636363636363646 306 4 5.5
1 1 1 1 0 0 0 0 1.5 0.272727272727272707 307 4 5.5
2 1 1 0 1 0 0 0 2 0.363636363636363646 308 4 5.5
1 1 1 2 3 0 0 0 8 0.727272727272727293 309 5 11
2 1 1 0 1 0 0 0 3 0.272727272727272707 310 5 11
1 1 1 3 3 0 0 0 9 1 311 6 9
2 1 1 0 0 0 0 0 0 1 312 7 0
3 1 1 1 3 0 0 0 10.5 0.839999999999999969 313 8 12.5
32 1 1 0 1 0 0 0 2 0.160000000000000003 314 8 12.5
41 1 1 0 1 0 0 0 3 1 315 9 3
27 1 1 0 0 1 0 0 3 0.428571428571428548 316 10 7
1 1 1 1 0 0 0 0 1 0.142857142857142849 317 10 7
3 1 1 0 1 0 0 0 3 0.428571428571428548 318 10 7
5 1 1 0 1 0 0 0 2 1 319 11 2
4 1 1 0 0 0 0 0 0 1 320 12 0
4 1 1 0 0 0 0 0 0 1 321 13 0
4 1 1 0 0 1 0 0 3 1 322 14 3
5 1 1 0 0 0 0 0 0 1 323 15 0
5 1 1 0 0 0 0 0 0 1 324 16 0
6 1 1 0 0 0 0 0 0 1 325 17 0
6 1 1 0 0 0 0 0 0 1 326 18 0
23 1 1 1 0 0 0 0 1 0.142857142857142849 327 19 7
26 1 1 0 1 0 1 0 6 0.857142857142857095 328 19 7
7 1 1 0 0 0 0 0 0 1 329 20 0
7 1 1 0 0 0 0 0 0 1 330 21 0
28 1 1 0 0 1 0 0 3 1 331 22 3
19 1 1 0 1 0 0 0 2 0.5 332 23 4
7 1 1 0 1 0 0 0 2 0.5 333 23 4
10 1 1 0 2 0 0 0 4 0.571428571428571397 334 24 7
1 1 1 0 0 1 0 0 3 0.428571428571428548 335 24 7
9 1 1 0 1 1 0 0 5 1 336 25 5
9 1 1 0 0 0 0 0 0 1 337 26 0
10 1 1 0 1 0 0 0 2 1 338 27 2
10 1 1 0 5 1 0 0 13 1 339 28 13
11 1 1 2 1 0 0 0 4 0.347826086956521729 340 29 11.5
10 1 1 1 2 0 0 0 7.5 0.652173913043478271 341 29 11.5
10 1 1 0 3 0 0 0 9 1 342 30 9
11 1 1 0 1 1 0 0 5 1 343 31 5
1 1 1 4 4 0 0 0 12 1 344 32 12
10 1 1 0 1 0 0 0 2 1 345 33 2
10 1 1 0 1 1 0 0 5 0.625 346 34 8
11 1 1 0 1 0 0 0 3 0.375 347 34 8
26 1 1 1 0 0 0 0 1 1 348 35 1
45 1 1 0 1 1 0 0 5 1 349 133 5
43 1 1 1 0 0 0 0 1 0.25 350 134 4
45 1 1 0 1 0 0 0 3 0.75 351 134 4
45 1 1 0 0 0 0 0 0 1 352 135 0
45 1 1 1 0 0 0 0 1.5 1 353 136 1.5
45 1 1 0 1 0 0 0 2 1 354 137 2
46 1 1 0 0 0 0 0 0 1 355 138 0
19 1 1 1 1 0 0 0 3 1 356 139 3
46 1 1 0 0 0 0 0 0 1 357 140 0
46 1 1 0 0 0 0 0 0 1 358 141 0
46 1 1 0 0 0 0 0 0 1 359 142 0
46 1 1 0 0 0 0 0 0 1 360 143 0
45 1 1 0 2 0 0 0 4 1 361 144 4
46 1 1 0 0 0 0 0 0 1 362 145 0
46 1 1 0 0 0 0 0 0 1 363 146 0
46 1 1 0 0 0 0 0 0 1 364 147 0
46 1 1 0 0 0 0 0 0 1 365 148 0
46 1 1 0 0 0 0 0 0 1 366 149 0
46 1 1 0 0 0 0 0 0 1 367 150 0
46 1 1 0 0 0 0 0 0 1 368 151 0
46 1 1 0 0 0 0 0 0 1 369 152 0
46 1 1 0 0 0 0 0 0 1 370 153 0
46 1 1 0 0 0 0 0 0 1 371 154 0
46 1 1 0 0 0 0 0 0 1 372 155 0
46 1 1 0 0 0 0 0 0 1 373 156 0
46 1 1 0 0 0 0 0 0 1 374 157 0
46 1 1 0 0 0 0 0 0 1 375 158 0
4 1 1 0 1 0 0 0 2 1 376 159 2
3 1 1 0 1 0 0 0 2 1 377 160 2
27 1 1 0 1 0 0 0 2 1 378 161 2
38 1 1 1 0 0 1 0 5 1 379 162 5
38 1 1 0 0 1 1 0 7 1 380 163 7
38 1 1 0 1 0 1 0 6 1 381 164 6
46 1 1 0 0 0 0 0 0 1 382 165 0
46 1 1 0 0 0 0 0 0 1 383 166 0
46 1 1 0 0 0 0 0 0 1 384 167 0
46 1 1 0 0 0 0 0 0 1 385 168 0
46 1 1 0 0 0 0 0 0 1 386 169 0
46 1 1 0 0 0 0 0 0 1 387 170 0
46 1 1 0 0 0 0 0 0 1 388 171 0
46 1 1 0 0 0 0 0 0 1 389 172 0
46 1 1 0 0 0 0 0 0 1 390 173 0
46 1 1 0 0 0 0 0 0 1 391 174 0
46 1 1 0 0 0 0 0 0 1 392 175 0
46 1 1 0 0 0 0 0 0 1 393 176 0
46 1 1 0 0 0 0 0 0 1 394 177 0
9 1 1 1 0 0 0 0 1 1 395 178 1
46 1 1 0 0 0 0 0 0 1 396 179 0
46 1 1 0 0 0 0 0 0 1 397 180 0
46 1 1 0 0 0 0 0 0 1 398 181 0
46 1 1 0 0 0 0 0 0 1 399 182 0
46 1 1 0 0 0 0 0 0 1 400 183 0
14 1 1 0 0 0 0 0 0 0 405 41 3
14 1 1 0 0 0 0 0 0 0 406 42 4
14 1 1 0 0 0 0 0 0 0 407 43 3
16 1 1 0 0 0 0 0 0 0 408 47 1
16 1 1 0 0 0 0 0 0 0 409 48 3
16 1 1 0 0 0 0 0 0 0 410 49 7
8 1 1 0 0 0 0 0 0 0 411 23 4
8 1 1 0 0 0 0 0 0 0 412 24 7
8 1 1 0 0 0 0 0 0 0 413 25 5
